description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;126,285,153,382;2;;90;132;398.65;53.78;20.73;7.85
;;;;155,285,184,382;2;;90;132;398.65;71.22;20.73;8.43
;;;;186,285,213,382;2;;90;132;398.65;88.66;20.73;7.85
;;;;69,320,124,406;2;;90;132;411.25;28.78;18.38;15.99
;;;;126,383,153,413;2;;90;132;426.21;53.78;6.41;7.85
;;;;155,383,184,413;2;;90;132;426.21;71.22;6.41;8.43
;;;;186,383,213,413;2;;90;132;426.21;88.66;6.41;7.85
;;;;99,407,124,454;2;;90;132;440.1;37.5;10.04;7.27
;;;;126,414,153,454;2;;90;132;441.6;53.78;8.55;7.85
;;;;155,414,184,454;2;;90;132;441.6;71.22;8.55;8.43
;;;;186,414,213,454;2;;90;132;441.6;88.66;8.55;7.85
;;;;69,438,97,454;2;;90;132;446.73;20.93;3.42;8.14
;;;;218,48,254,62;0;;180;137.86;348;5.33;6.21;4.14
;;;;218,63,255,66;0;;180;138.03;348;10.95;6.38;0.89
;;;;49,215,63,406;0;;90;132;388.82;5.23;40.82;4.07
;;;;65,215,67,406;0;;90;132;388.82;11.05;40.82;0.58
;;;;215,216,217,454;0;;90;132;399.29;98.26;50.86;0.58
;;;;49,407,56,430;0;;90;132;434.97;3.2;4.91;2.03
;;;;58,407,64,430;0;;90;132;434.97;8.14;4.91;1.74
;;;;66,407,72,430;0;;90;132;434.97;12.79;4.91;1.74
;;;;74,407,80,430;0;;90;132;434.97;17.44;4.91;1.74
;;;;82,407,89,430;0;;90;132;434.97;22.38;4.91;2.03
;;;;91,407,97,437;0;;90;132;436.47;27.33;6.41;1.74
;;;;49,434,67,437;0;;90;132;442.24;6.4;0.64;5.23
;;;;69,434,97,437;0;;90;132;442.24;20.93;0.64;8.14
;;;;49,438,63,454;0;;90;132;446.73;5.23;3.42;4.07
;;;;65,438,67,454;0;;90;132;446.73;11.05;3.42;0.58
;;;;339,67,376,125;2;;180;345.86;348;29.59;6.49;17.16
;;;;337,126,376,155;2;;180;345.51;348;55.92;6.84;8.58
;;;;337,156,376,184;2;;180;345.51;348;73.37;6.84;8.28
;;;;320,185,376,214;2;;180;342.53;348;90.83;9.82;8.58
;;;;380,215,407,245;2;;270;352;354.38;89.18;6.38;7.89
;;;;409,215,438,245;2;;270;352;354.38;71.64;6.38;8.48
;;;;440,215,467,245;2;;270;352;354.38;54.09;6.38;7.89
;;;;469,215,497,245;2;;270;352;354.38;36.84;6.38;8.19
;;;;499,215,524,245;2;;270;352;354.38;20.18;6.38;7.31
;;;;380,246,407,275;2;;270;352;367.37;89.18;6.17;7.89
;;;;409,246,438,275;2;;270;352;367.37;71.64;6.17;8.48
;;;;440,246,467,275;2;;270;352;367.37;54.09;6.17;7.89
;;;;469,246,497,275;2;;270;352;367.37;36.84;6.17;8.19
;;;;499,246,524,267;2;;270;352;365.66;20.18;4.47;7.31
;;;;380,276,407,393;2;;270;352;398.86;89.18;24.9;7.89
;;;;409,276,438,393;2;;270;352;398.86;71.64;24.9;8.48
;;;;440,276,467,393;2;;270;352;398.86;54.09;24.9;7.89
;;;;469,276,524,311;2;;270;352;381.41;28.95;7.45;16.08
;;;;469,354,524,455;2;;270;352;428.65;28.95;21.49;16.08
;;;;380,394,407,423;2;;270;352;430.36;89.18;6.17;7.89
;;;;409,394,438,423;2;;270;352;430.36;71.64;6.17;8.48
;;;;440,394,467,423;2;;270;352;430.36;54.09;6.17;7.89
;;;;380,424,407,455;2;;270;352;443.55;89.18;6.6;7.89
;;;;409,424,438,455;2;;270;352;443.55;71.64;6.6;8.48
;;;;440,424,467,455;2;;270;352;443.55;54.09;6.6;7.89
;;;;340,48,376,62;0;;180;346.04;348;5.33;6.32;4.14
;;;;339,63,376,66;0;;180;345.86;348;10.95;6.49;0.89
;;;;526,215,528,245;0;;270;352;354.38;11.11;6.38;0.58
;;;;530,215,544,245;0;;270;352;354.38;5.26;6.38;4.09
;;;;376,216,378,455;0;;270;352;399.29;98.83;50.86;0.58
;;;;526,246,528,267;0;;270;352;365.66;11.11;4.47;0.58
;;;;530,246,544,267;0;;270;352;365.66;5.26;4.47;4.09
;;;;499,268,544,271;0;;270;352;371.2;14.33;0.64;13.16
;;;;499,272,544,275;0;;270;352;372.9;14.33;0.64;13.16
;;;;526,276,528,311;0;;270;352;381.41;11.11;7.45;0.58
;;;;530,276,544,311;0;;270;352;381.41;5.26;7.45;4.09
;;;;489,311,492,354;0;;270;352;398.01;32.46;9.15;0.88
;;;;469,312,487,353;0;;270;352;398.01;39.77;8.73;5.26
;;;;494,312,496,353;0;;270;352;398.01;29.82;8.73;0.58
;;;;498,312,500,353;0;;270;352;398.01;27.49;8.73;0.58
;;;;502,312,505,353;0;;270;352;398.01;24.85;8.73;0.88
;;;;507,312,524,323;0;;270;352;391.63;17.84;2.34;4.97
;;;;526,312,528,323;0;;270;352;391.63;11.11;2.34;0.58
;;;;530,312,544,323;0;;270;352;391.63;5.26;2.34;4.09
;;;;507,342,524,353;0;;270;352;404.39;17.84;2.34;4.97
;;;;526,342,528,353;0;;270;352;404.39;11.11;2.34;0.58
;;;;530,342,544,353;0;;270;352;404.39;5.26;2.34;4.09
;;;;526,354,528,455;0;;270;352;428.65;11.11;21.49;0.58
;;;;530,354,544,455;0;;270;352;428.65;5.26;21.49;4.09
